id,team,league,G,AB,H
2307,WS1,AL,15,32,9
2307,BSN,NL,115,450,139
2307,BSN,NL,148,612,206
2307,BSN,NL,139,557,170
2307,BSN,NL,130,529,161
2307,BSN,NL,97,286,82
2307,CHN,NL,44,148,38
2308,TEX,AL,15,30,10
2308,TEX,AL,78,216,59
2308,TEX,AL,94,249,57
2308,TEX,AL,67,122,30
2308,TEX,AL,103,189,47
2308,TEX,AL,95,181,45
2308,NYA,AL,68,173,43
2308,NYA,AL,130,423,129
2309,OAK,AL,68,213,53
2309,OAK,AL,148,530,148
2309,OAK,AL,147,570,156
2309,OAK,AL,131,495,120
2309,OAK,AL,134,460,109
2309,OAK,AL,75,262,57
2309,WAS,NL,43,146,39
2309,WAS,NL,79,252,56
2310,TEX,AL,26,31,4
2310,TEX,AL,23,0,0
2310,TEX,AL,18,0,0
2310,MON,NL,4,3,1
2310,MON,NL,34,52,11
2310,MON,NL,47,47,9
2310,BAL,AL,56,0,0
2310,BAL,AL,52,0,0
2311,NYA,AL,2,0,0
2311,BSN,NL,3,1,0
2311,BSN,NL,45,35,4
2311,ML1,NL,46,53,9
2311,ML1,NL,39,79,7
2311,ML1,NL,45,86,20
2311,ML1,NL,45,86,16
2311,ML1,NL,41,88,13
2312,WAS,NL,11,0,0
2312,WAS,NL,4,0,0
2312,MIL,NL,7,1,0
2312,MIL,NL,43,12,3
2312,MIL,NL,29,40,4
2312,MIL,NL,21,34,7
2312,MIL,NL,39,32,3
2312,TOR,AL,34,6,2
2313,CAL,AL,19,68,13
2313,CAL,AL,113,386,98
2313,CAL,AL,146,511,140
2313,CAL,AL,148,510,121
2313,CAL,AL,82,212,47
2313,CAL,AL,29,87,21
2313,TEX,AL,102,352,94
2313,TEX,AL,118,352,98
2314,NY1,NL,27,56,12
2314,NY1,NL,67,171,49
2314,NY1,NL,42,142,55
2314,BSN,NL,110,424,124
2314,BSN,NL,134,483,104
2314,BSN,NL,5,8,1
2314,NY1,NL,63,178,38
2314,SLN,NL,23,61,13
2315,NYN,NL,27,93,30
2315,NYN,NL,26,36,10
2315,NYN,NL,96,261,71
2315,NYN,NL,26,42,7
2315,NYN,NL,128,436,122
2315,NYN,NL,145,520,142
2315,NYN,NL,124,387,124
2315,NYN,NL,94,300,75
2316,PHI,NL,30,35,7
2316,PHI,NL,16,38,8
2316,PHI,NL,26,55,3
2316,PHI,NL,5,8,2
2316,CHN,NL,33,69,14
2316,CHN,NL,40,95,10
2316,CHN,NL,41,61,9
2316,PIT,NL,33,71,6
2317,OAK,AL,36,99,24
2317,OAK,AL,60,208,58
2317,OAK,AL,156,508,127
2317,OAK,AL,148,515,136
2317,OAK,AL,125,418,90
2317,ARI,NL,96,269,65
2317,ARI,NL,68,177,45
2317,ARI,NL,72,135,32
2318,SFN,NL,9,2,1
2318,SFN,NL,59,12,1
2318,SFN,NL,55,7,2
2318,SFN,NL,67,3,0
2318,SFN,NL,56,9,1
2318,SFN,NL,53,28,3
2318,CIN,NL,50,3,0
2318,CIN,NL,56,3,0
2319,CHN,NL,11,30,6
2319,MIN,AL,97,338,69
2319,MIN,AL,115,393,101
2319,MIN,AL,63,215,48
2319,DET,AL,47,137,38
2319,ANA,AL,108,338,87
2319,ANA,AL,107,288,69
2319,ANA,AL,47,146,29
2320,KC1,AL,21,0,0
2320,BOS,AL,24,6,0
2320,KC1,AL,38,8,2
2320,OAK,AL,7,0,0
2320,ML4,AL,50,13,3
2320,ML4,AL,83,14,0
2320,ML4,AL,62,7,1
2320,MIN,AL,27,0,0
2321,CLE,AL,62,185,52
2321,CLE,AL,113,376,113
2321,CLE,AL,82,258,62
2321,CLE,AL,25,82,20
2321,BOS,AL,80,272,81
2321,BOS,AL,87,242,70
2321,BOS,AL,65,151,42
2321,BOS,AL,98,287,77
2322,LAN,NL,24,87,24
2322,LAN,NL,132,462,108
2322,LAN,NL,94,269,71
2322,LAN,NL,41,83,16
2322,NYN,NL,18,49,7
2322,TEX,AL,82,235,60
2322,NYA,AL,89,259,60
2322,CAL,AL,30,58,7
2323,MIN,AL,49,0,0
2323,MIN,AL,25,0,0
2323,MIN,AL,27,0,0
2323,MIN,AL,72,0,0
2323,MIN,AL,57,0,0
2323,MIN,AL,51,0,0
2323,HOU,AL,26,0,0
2323,HOU,AL,55,0,0
2324,BOS,AL,52,103,27
2324,BOS,AL,141,544,151
2324,BOS,AL,154,599,153
2324,BOS,AL,140,516,122
2324,BOS,AL,144,539,136
2324,BOS,AL,153,534,140
2324,BOS,AL,111,383,103
2324,PHA,AL,62,197,48
2325,CHN,NL,12,28,5
2325,CHN,NL,113,441,134
2325,CHN,NL,130,514,150
2325,CHN,NL,139,562,166
2325,PHI,NL,54,209,64
2325,PHI,NL,154,641,182
2325,PHI,NL,145,610,157
2325,PHI,NL,146,499,144
2326,BSN,NL,8,4,2
2326,BSN,NL,39,148,35
2326,BSN,NL,148,539,133
2326,BSN,NL,147,529,144
2326,BSN,NL,35,106,26
2326,PIT,NL,102,370,112
2326,PIT,NL,147,510,139
2326,PIT,NL,151,521,150
2327,ATL,NL,22,46,8
2327,ATL,NL,104,186,48
2327,ATL,NL,105,289,61
2327,TBA,AL,39,130,41
2327,TBA,AL,13,20,6
2327,CHA,AL,57,148,40
2327,CHA,AL,74,145,44
2327,CHA,AL,70,229,60
2328,SDN,NL,14,1,0
2328,BOS,AL,13,0,0
2328,CLE,AL,7,0,0
2328,MIN,AL,42,0,0
2328,MIN,AL,17,0,0
2328,OAK,AL,60,0,0
2328,OAK,AL,75,0,0
2328,OAK,AL,67,0,0
2329,PHA,AL,5,12,2
2329,PHA,AL,58,112,30
2329,PHA,AL,64,119,37
2329,BOS,AL,48,88,18
2329,BOS,AL,51,86,23
2329,BOS,AL,19,37,5
2329,SLA,AL,16,22,10
2329,CHA,AL,38,57,16
2330,PHA,AL,1,1,0
2330,PHA,AL,1,4,1
2330,PHA,AL,37,60,15
2330,PHA,AL,63,118,30
2330,PHA,AL,58,90,29
2330,PHA,AL,15,6,1
2330,PHA,AL,14,10,1
2330,BOS,AL,26,44,13
2331,TOR,AL,15,46,12
2331,TOR,AL,26,48,10
2331,LAN,NL,89,290,76
2331,LAN,NL,102,337,79
2331,PHI,NL,94,255,76
2331,PHI,NL,134,418,114
2331,PHI,NL,159,571,153
2331,PHI,NL,156,554,164
2332,SLN,NL,11,21,5
2332,SLN,NL,31,59,6
2332,SLN,NL,38,47,11
2332,SLN,NL,8,14,4
2332,BOS,AL,48,0,0
2332,MON,NL,33,43,8
2332,MON,NL,1,0,0
2332,BOS,AL,60,0,0
2333,CIN,NL,1,1,0
2333,CIN,NL,117,443,119
2333,CIN,NL,108,402,110
2333,SLN,NL,23,34,9
2333,SLN,NL,77,167,57
2333,SLN,NL,10,9,3
2333,CIN,NL,95,254,70
2333,CIN,NL,58,98,28
2334,PIT,NL,65,1,0
2334,PIT,NL,75,1,0
2334,PIT,NL,70,2,0
2334,PIT,NL,79,2,0
2334,PIT,NL,53,1,0
2334,BOS,AL,26,0,0
2334,CLE,AL,58,0,0
2334,CLE,AL,24,0,0
2335,SLN,NL,147,530,140
2335,SLN,NL,150,595,182
2335,SLN,NL,142,544,144
2335,SLN,NL,150,570,175
2335,SLN,NL,149,563,174
2335,SLN,NL,151,552,168
2335,SLN,NL,153,589,194
2335,SLN,NL,160,611,178
2336,FLO,NL,31,54,7
2336,FLO,NL,31,50,7
2336,SDN,NL,22,40,6
2336,KCA,AL,11,0,0
2336,KCA,AL,10,0,0
2336,PIT,NL,11,18,0
2336,PIT,NL,34,14,1
2336,PIT,NL,68,3,0
2337,CAL,AL,21,46,12
2337,CAL,AL,48,138,29
2337,CAL,AL,109,349,89
2337,ML4,AL,134,445,106
2337,ML4,AL,112,387,111
2337,COL,NL,141,538,167
2337,COL,NL,116,484,147
2337,COL,NL,139,579,197
2338,CLE,AL,6,5,2
2338,CLE,AL,86,258,65
2338,CLE,AL,109,365,110
2338,CLE,AL,151,544,127
2338,CLE,AL,103,316,83
2338,CLE,AL,34,112,27
2338,DET,AL,101,385,120
2338,DET,AL,148,543,160
2339,TEX,AL,1,0,0
2339,TEX,AL,4,0,0
2339,TEX,AL,28,0,0
2339,TEX,AL,27,1,0
2339,TEX,AL,33,0,0
2339,TEX,AL,35,0,0
2339,TEX,AL,35,0,0
2339,TEX,AL,26,0,0
2340,HOU,AL,58,210,51
2340,HOU,AL,87,263,55
2340,HOU,AL,53,116,33
2340,MIL,NL,156,589,168
2340,MIL,NL,122,403,97
2340,MIL,NL,87,257,67
2340,BAL,AL,54,209,54
2340,BAL,AL,162,642,176
2341,ANA,AL,38,116,26
2341,LAA,AL,47,126,35
2341,LAA,AL,29,79,12
2341,LAA,AL,137,443,131
2341,LAA,AL,100,373,107
2341,ATL,NL,43,152,36
2341,ATL,NL,87,298,84
2341,BOS,AL,39,87,19
2342,NYN,NL,18,0,0
2342,NYN,NL,61,8,0
2342,NYN,NL,18,1,0
2342,MON,NL,25,4,0
2342,MON,NL,75,10,1
2342,MON,NL,66,8,1
2342,MON,NL,68,9,0
2342,MON,NL,63,7,2
2343,LAN,NL,1,0,0
2343,LAN,NL,32,5,2
2343,LAN,NL,45,39,7
2343,LAN,NL,46,7,1
2343,TEX,AL,8,0,0
2343,TEX,AL,32,0,0
2343,TEX,AL,42,0,0
2343,PHI,NL,4,0,0
2344,NYA,AL,13,0,0
2344,NYA,AL,8,0,0
2344,NYA,AL,51,0,0
2344,NYA,AL,31,1,0
2344,NYA,AL,17,0,0
2344,NYA,AL,32,2,0
2344,NYA,AL,30,3,0
2344,MIN,AL,32,6,0
2345,CIN,NL,4,14,3
2345,CIN,NL,4,13,5
2345,CIN,NL,15,50,13
2345,CIN,NL,52,154,37
2345,CIN,NL,48,81,16
2345,CIN,NL,43,87,22
2345,CHN,NL,111,312,69
2345,SLN,NL,75,214,52
2346,CLE,AL,2,6,0
2346,CLE,AL,48,118,21
2346,CLE,AL,52,133,35
2346,CLE,AL,88,272,55
2346,CLE,AL,122,361,90
2346,CLE,AL,114,326,77
2346,CLE,AL,110,345,91
2346,LAN,NL,90,230,63
2347,SLA,AL,29,78,22
2347,CHA,AL,22,37,4
2347,NYA,AL,21,46,10
2347,NYA,AL,5,16,4
2347,SLN,NL,8,2,0
2347,PHI,NL,21,61,14
2347,CIN,NL,20,54,17
2347,CIN,NL,2,4,0
2348,PHI,NL,1,1,0
2348,PHI,NL,8,7,0
2348,PHI,NL,35,43,4
2348,PHI,NL,3,4,0
2348,HOU,NL,13,22,0
2348,HOU,NL,29,43,7
2348,HOU,NL,22,32,3
2348,TOR,AL,10,0,0
2349,NYA,AL,12,37,7
2349,NYA,AL,23,50,8
2349,NYA,AL,28,74,9
2349,NYA,AL,28,76,15
2349,NYA,AL,26,75,10
2349,NYA,AL,23,63,15
2349,NYA,AL,18,31,4
2349,PIT,NL,33,45,7
2350,LAN,NL,18,60,10
2350,LAN,NL,9,24,6
2350,PHI,NL,112,411,102
2350,CHA,AL,65,145,30
2350,CHA,AL,4,7,2
2350,CHA,AL,2,7,1
2350,NYN,NL,127,443,106
2350,NYN,NL,135,499,122
2351,OAK,AL,20,61,15
2351,FLO,NL,101,345,86
2351,FLO,NL,120,420,107
2351,FLO,NL,109,320,81
2351,FLO,NL,94,252,69
2351,OAK,AL,35,123,33
2351,COL,NL,42,71,18
2351,COL,NL,96,286,78
2352,BOS,AL,27,0,0
2352,BOS,AL,49,0,0
2352,BOS,AL,17,0,0
2352,PHI,NL,18,3,0
2352,PHI,NL,33,57,6
2352,TOR,AL,38,0,0
2352,TOR,AL,77,1,0
2352,TOR,AL,82,0,0
2353,BOS,AL,14,38,10
2353,BOS,AL,94,253,61
2353,BOS,AL,58,147,32
2353,DET,AL,92,252,68
2353,DET,AL,100,332,95
2353,DET,AL,115,305,87
2353,DET,AL,132,450,118
2353,ML4,AL,128,469,142
2354,SDN,NL,28,72,13
2354,NYA,AL,3,4,0
2354,NYA,AL,6,6,0
2354,NYA,AL,26,61,10
2354,WAS,NL,68,176,46
2354,WAS,NL,72,224,58
2354,WAS,NL,59,158,32
2354,MIL,NL,20,50,7
2355,CLE,AL,8,25,8
2355,CLE,AL,61,133,25
2355,PIT,NL,22,79,21
2355,NYA,AL,112,296,80
2355,NYA,AL,122,449,127
2355,NYA,AL,120,420,118
2355,NYA,AL,122,408,126
2355,NYA,AL,125,395,121
2356,WS1,AL,153,624,211
2356,WS1,AL,143,561,185
2356,WS1,AL,154,633,187
2356,WS1,AL,148,595,188
2356,WS1,AL,154,646,216
2356,WS1,AL,152,649,227
2356,WS1,AL,152,641,216
2356,WS1,AL,142,603,179
2357,BOS,AL,22,55,19
2357,BOS,AL,15,17,5
2357,BOS,AL,117,428,111
2357,BOS,AL,117,344,92
2357,BOS,AL,143,473,142
2357,BOS,AL,45,65,18
2357,BOS,AL,133,475,132
2357,BOS,AL,12,48,10
2358,NYA,AL,1,0,0
2358,NYA,AL,89,279,80
2358,NYA,AL,149,639,192
2358,NYA,AL,135,568,181
2358,NYA,AL,154,648,179
2358,NYA,AL,151,631,196
2358,NYA,AL,152,648,213
2358,NYA,AL,139,588,147
2359,CHA,AL,11,17,7
2359,CHA,AL,118,307,83
2359,CHA,AL,136,442,130
2359,CHA,AL,163,601,155
2359,CHA,AL,78,282,78
2359,CHA,AL,157,566,145
2359,CHA,AL,99,377,93
2359,CHA,AL,77,233,49
2360,TBA,AL,9,0,0
2360,TBA,AL,24,1,1
2360,TBA,AL,40,0,0
2360,COL,NL,34,55,6
2360,COL,NL,30,57,6
2360,COL,NL,33,46,7
2360,BAL,AL,20,4,0
2360,BAL,AL,26,3,0
2361,SLA,AL,70,228,58
2361,SLA,AL,100,288,86
2361,SLA,AL,125,371,96
2361,SLA,AL,127,380,85
2361,SLA,AL,144,529,174
2361,SLA,AL,15,56,14
2361,BOS,AL,124,474,133
2361,BOS,AL,130,471,153
2362,MON,NL,4,4,0
2362,MON,NL,26,51,3
2362,BOS,AL,29,0,0
2362,BOS,AL,4,0,0
2362,BOS,AL,1,0,0
2362,BOS,AL,25,0,0
2362,BOS,AL,34,0,0
2362,CAL,AL,21,0,0
2363,NY1,NL,3,0,0
2363,NY1,NL,22,22,2
2363,NY1,NL,29,61,7
2363,NY1,NL,40,86,16
2363,NY1,NL,37,77,5
2363,NY1,NL,31,52,7
2363,SLN,NL,29,53,7
2363,SLN,NL,24,54,5
2364,BSN,NL,7,4,0
2364,ML1,NL,2,2,0
2364,BOS,AL,135,541,153
2364,BOS,AL,135,520,141
2364,BOS,AL,127,477,120
2364,BOS,AL,61,88,14
2364,BAL,AL,104,321,80
2364,BAL,AL,46,43,9
2365,NYA,AL,14,47,11
2365,NYA,AL,57,133,21
2365,ATL,NL,54,110,21
2365,ATL,NL,97,303,92
2365,ATL,NL,95,272,75
2365,ATL,NL,46,191,55
2365,CIN,NL,46,184,51
2365,CIN,NL,33,129,31
2366,LAN,NL,5,1,0
2366,LAN,NL,32,13,1
2366,LAN,NL,40,4,0
2366,PHI,NL,18,1,0
2366,PHI,NL,47,4,0
2366,MIN,AL,53,0,0
2366,BOS,AL,5,0,0
2366,BAL,AL,3,0,0
2367,PIT,NL,27,29,2
2367,PIT,NL,37,68,6
2367,PIT,NL,38,70,7
2367,PIT,NL,44,79,16
2367,PIT,NL,36,59,9
2367,PIT,NL,29,65,7
2367,PIT,NL,30,56,12
2367,PIT,NL,30,36,4
2368,TEX,AL,4,0,0
2368,TEX,AL,5,0,0
2368,TEX,AL,36,0,0
2368,TEX,AL,38,0,0
2368,TEX,AL,27,0,0
2368,TEX,AL,8,0,0
2368,CHN,NL,18,9,2
2368,MIN,AL,5,0,0
2369,LAN,NL,126,396,122
2369,LAN,NL,153,447,127
2369,LAN,NL,141,525,160
2369,LAN,NL,160,596,162
2369,LAN,NL,139,517,151
2369,LAN,NL,135,487,142
2369,LAN,NL,149,556,158
2369,LAN,NL,142,482,131
2370,SLA,AL,4,3,0
2370,SLA,AL,54,93,26
2370,SLA,AL,103,354,127
2370,SLA,AL,148,578,181
2370,SLA,AL,137,520,149
2370,DET,AL,131,510,154
2370,DET,AL,130,536,163
2370,DET,AL,37,128,39
2371,SDN,NL,143,545,145
2371,SDN,NL,158,623,184
2371,SDN,NL,147,586,168
2371,TOR,AL,161,637,188
2371,TOR,AL,152,571,177
2371,TOR,AL,153,589,192
2371,TOR,AL,107,392,120
2371,TOR,AL,130,517,155
2372,SLA,AL,83,225,63
2372,SLA,AL,137,571,168
2372,SLA,AL,153,644,207
2372,SLA,AL,137,544,176
2372,PHA,AL,84,356,110
2372,PIT,NL,58,222,64
2372,PIT,NL,12,43,10
2372,CHA,AL,89,299,90
2373,BSN,NL,39,96,24
2373,BSN,NL,35,96,22
2373,BSN,NL,25,55,13
2373,CIN,NL,25,75,18
2373,CIN,NL,23,41,6
2373,CIN,NL,3,1,0
2373,NYA,AL,5,1,0
2373,NYA,AL,18,13,1
2374,HOU,NL,37,81,22
2374,LAA,AL,129,437,128
2374,LAA,AL,22,84,14
2374,CLE,AL,16,26,2
2374,CHA,AL,79,143,38
2374,CHA,AL,81,224,46
2374,MIA,NL,70,130,25
2374,PIT,NL,27,47,10
2375,PIT,NL,9,0,0
2375,PIT,NL,28,3,0
2375,PIT,NL,58,1,0
2375,PIT,NL,44,13,0
2375,DET,AL,71,0,0
2375,SDN,NL,67,1,1
2375,SDN,NL,66,1,0
2375,FLO,NL,45,0,0
2376,SDN,NL,16,38,12
2376,SDN,NL,6,10,4
2376,SDN,NL,14,57,14
2376,SDN,NL,155,613,160
2376,SDN,NL,138,405,102
2376,SDN,NL,100,198,45
2376,MON,NL,18,38,10
2376,NYN,NL,48,112,19
2377,PHI,NL,138,518,160
2377,PHI,NL,84,343,121
2377,NY1,NL,62,243,80
2377,NY1,NL,154,617,204
2377,NY1,NL,146,595,177
2377,NY1,NL,139,549,170
2377,NY1,NL,135,516,169
2377,NY1,NL,129,449,131
2378,NYA,AL,15,13,0
2378,NYA,AL,8,3,0
2378,SLA,AL,25,29,2
2378,SLA,AL,6,3,1
2378,WS1,AL,21,47,4
2378,WS1,AL,29,13,1
2378,CHA,AL,46,35,1
2378,BAL,AL,31,10,0
2379,DET,AL,17,61,19
2379,DET,AL,31,99,23
2379,DET,AL,89,271,55
2379,DET,AL,25,64,16
2379,ATL,NL,17,20,3
2379,ATL,NL,64,103,25
2379,ATL,NL,82,144,36
2379,FLO,NL,70,205,59
2380,TEX,AL,8,15,7
2380,TEX,AL,128,325,95
2380,TEX,AL,99,204,53
2380,TEX,AL,66,230,65
2380,TEX,AL,97,360,94
2380,TEX,AL,147,554,152
2380,TEX,AL,130,489,121
2380,NYA,AL,59,139,40
2381,CHN,NL,14,6,0
2381,CHN,NL,65,97,29
2381,CHN,NL,19,28,4
2381,TBA,AL,105,308,74
2381,TBA,AL,44,98,25
2381,TBA,AL,119,176,35
2381,OAK,AL,7,30,6
2381,MIN,AL,53,164,45
2382,ML4,AL,10,25,7
2382,ML4,AL,42,104,27
2382,ML4,AL,44,91,18
2382,ML4,AL,52,144,36
2382,ML4,AL,59,145,46
2382,ML4,AL,116,357,90
2382,ML4,AL,88,251,63
2382,BOS,AL,100,233,49
2383,NYA,AL,27,56,11
2383,NYA,AL,28,47,7
2383,NYA,AL,20,12,3
2383,NYA,AL,25,28,6
2383,WS1,AL,22,63,15
2383,WS1,AL,23,62,11
2383,WS1,AL,23,20,1
2383,WS1,AL,27,10,4
2384,BSN,NL,62,169,37
2384,BSN,NL,117,456,129
2384,ML1,NL,150,611,167
2384,ML1,NL,154,560,154
2384,ML1,NL,154,595,177
2384,ML1,NL,148,545,153
2384,ML1,NL,129,494,135
2384,ML1,NL,145,530,120
2385,SLA,AL,5,1,0
2385,SLA,AL,27,31,5
2385,SLA,AL,26,46,9
2385,SLA,AL,48,65,11
2385,SLA,AL,37,55,9
2385,SLA,AL,33,34,6
2385,SLA,AL,8,4,1
2385,SLA,AL,11,1,0
2386,TOR,AL,8,0,0
2386,TOR,AL,4,0,0
2386,CAL,AL,19,0,0
2386,NYN,NL,32,7,0
2386,KCA,AL,7,0,0
2386,KCA,AL,21,0,0
2386,BAL,AL,14,0,0
2386,TOR,AL,7,0,0
2387,CLE,AL,39,112,27
2387,CLE,AL,116,386,96
2387,CLE,AL,139,418,115
2387,CLE,AL,142,466,119
2387,CLE,AL,88,268,86
2387,SEA,AL,56,164,39
2387,SEA,AL,99,240,66
2387,TEX,AL,26,82,13
2388,SFN,NL,24,34,0
2388,SFN,NL,27,34,4
2388,CHA,AL,39,0,0
2388,CHN,NL,42,58,7
2388,CHN,NL,34,72,8
2388,CHN,NL,17,21,3
2388,CHA,AL,31,0,0
2388,CHA,AL,30,0,0
2389,NY1,NL,5,5,1
2389,NY1,NL,2,2,1
2389,WS1,AL,9,18,4
2389,BSN,NL,49,212,68
2389,BSN,NL,152,588,168
2389,BSN,NL,124,489,152
2389,BSN,NL,130,470,131
2389,BSN,NL,138,555,179
2390,SLN,NL,138,525,145
2390,SLN,NL,108,382,115
2390,SLN,NL,147,645,192
2390,SLN,NL,107,454,127
2390,SLN,NL,132,549,168
2390,SLN,NL,145,606,155
2390,SLN,NL,34,110,20
2390,PIT,NL,79,241,58
2391,NY1,NL,110,440,123
2391,NY1,NL,153,618,211
2391,NY1,NL,132,514,168
2391,NY1,NL,151,641,223
2391,NY1,NL,145,603,198
2391,NY1,NL,120,502,166
2391,NY1,NL,135,545,171
2391,SLN,NL,153,617,208
2392,HOU,NL,28,57,8
2392,HOU,NL,26,53,10
2392,HOU,NL,36,23,3
2392,HOU,NL,46,57,5
2392,HOU,NL,35,29,5
2392,HOU,NL,9,4,0
2392,SLN,NL,12,19,0
2392,SLN,NL,38,95,15
2393,SLN,NL,134,479,131
2393,SLN,NL,104,259,57
2393,CIN,NL,118,329,93
2393,CIN,NL,126,479,140
2393,CIN,NL,126,469,127
2393,CIN,NL,134,533,148
2393,CIN,NL,76,199,48
2393,HOU,NL,133,448,109
2394,KC1,AL,8,19,1
2394,KC1,AL,31,94,19
2394,KC1,AL,90,270,64
2394,NYN,NL,101,136,28
2394,OAK,AL,107,315,81
2394,CAL,AL,59,120,30
2394,CAL,AL,45,86,16
2394,ML4,AL,72,130,26
2395,BOS,AL,15,43,18
2395,BOS,AL,145,528,175
2395,BOS,AL,132,507,159
2395,BOS,AL,129,497,129
2395,BOS,AL,150,541,161
2395,BOS,AL,147,531,177
2395,BOS,AL,110,415,125
2395,CAL,AL,76,256,56
2396,BOS,AL,16,57,17
2396,BOS,AL,33,99,24
2396,BOS,AL,106,389,104
2396,BOS,AL,78,254,74
2396,TEX,AL,145,478,122
2396,TEX,AL,123,424,114
2396,TEX,AL,127,473,123
2396,NYA,AL,62,142,36
2397,SDN,NL,17,43,5
2397,SDN,NL,77,235,65
2397,SDN,NL,63,139,25
2397,NYN,NL,78,178,48
2397,NYN,NL,117,266,67
2397,NYN,NL,68,104,22
2397,MIL,NL,78,201,53
2397,MIL,NL,92,222,60
2398,CHA,AL,28,0,0
2398,CHA,AL,32,3,0
2398,CHA,AL,34,6,1
2398,CHA,AL,35,6,1
2398,CHA,AL,35,3,0
2398,CHA,AL,33,3,0
2398,CHA,AL,32,4,0
2398,CHA,AL,30,5,0
2399,SFN,NL,2,4,0
2399,PIT,NL,12,23,5
2399,NYN,NL,60,123,35
2399,NYN,NL,72,182,53
2399,NYN,NL,100,270,83
2399,NYN,NL,96,228,62
2399,NYN,NL,92,141,34
2399,SEA,AL,83,188,41
2400,MIL,NL,6,11,1
2400,MIL,NL,32,50,7
2400,MIL,NL,32,57,3
2400,MIL,NL,20,30,1
2400,MIL,NL,23,39,5
2400,MIL,NL,19,13,3
2400,KCA,AL,37,0,0
2400,KCA,AL,42,0,0
2401,TOR,AL,15,53,8
2401,TOR,AL,111,367,89
2401,TOR,AL,147,527,124
2401,TOR,AL,126,426,102
2401,TOR,AL,158,568,136
2401,TOR,AL,38,154,45
2401,TOR,AL,141,527,133
2401,TOR,AL,154,636,161
2402,LAN,NL,27,40,2
2402,LAN,NL,35,36,7
2402,LAN,NL,38,64,9
2402,LAN,NL,41,78,13
2402,LAN,NL,40,66,5
2402,NYA,AL,29,49,5
2402,NYA,AL,22,21,3
2402,CLE,AL,3,0,0
2403,DET,AL,147,436,105
2403,DET,AL,135,454,118
2403,DET,AL,155,518,147
2403,DET,AL,156,583,176
2403,DET,AL,110,414,106
2403,SDN,NL,151,514,135
2403,BAL,AL,152,548,137
2403,SFN,NL,127,397,116
2404,CIN,NL,2,1,0
2404,SLN,NL,32,18,0
2404,HOU,NL,25,12,0
2404,HOU,NL,38,71,8
2404,HOU,NL,38,93,13
2404,HOU,NL,28,57,11
2404,BAL,AL,39,103,12
2404,BAL,AL,41,112,10
2405,CIN,NL,8,1,0
2405,CIN,NL,149,539,123
2405,CIN,NL,141,575,146
2405,CIN,NL,136,483,121
2405,CIN,NL,121,428,103
2405,CIN,NL,2,1,0
2405,SLN,NL,29,31,4
2405,SLN,NL,1,1,0
2406,CLE,AL,12,0,0
2406,CLE,AL,27,2,2
2406,CLE,AL,21,5,2
2406,CLE,AL,1,0,0
2406,CLE,AL,26,0,0
2406,CLE,AL,10,0,0
2406,CLE,AL,30,5,2
2406,CLE,AL,26,7,1
2407,TEX,AL,3,0,0
2407,TEX,AL,16,0,0
2407,TEX,AL,19,0,0
2407,TEX,AL,5,0,0
2407,TEX,AL,11,0,0
2407,ATL,NL,12,0,0
2407,ATL,NL,34,0,0
2407,HOU,NL,52,1,0
2408,LAA,AL,23,52,8
2408,LAA,AL,1,0,0
2408,SDN,NL,105,275,66
2408,SDN,NL,146,368,87
2408,SDN,NL,148,423,101
2408,SDN,NL,118,324,66
2408,SDN,NL,65,140,36
2408,COL,NL,96,168,40
2409,NYN,NL,69,198,52
2409,NYN,NL,115,298,73
2409,MON,NL,142,507,139
2409,MON,NL,162,560,169
2409,MON,NL,148,511,141
2409,BAL,AL,155,586,176
2409,BAL,AL,154,544,151
2409,BAL,AL,152,536,176
2410,BSN,NL,13,44,12
2410,BSN,NL,28,112,34
2410,BSN,NL,84,279,88
2410,BSN,NL,82,233,69
2410,BSN,NL,16,50,11
2410,BSN,NL,50,44,11
2410,BSN,NL,7,23,8
2410,SLA,AL,13,41,7
2411,PHA,AL,139,531,130
2411,PHA,AL,128,476,122
2411,PHA,AL,131,475,105
2411,PHA,AL,128,455,128
2411,PHA,AL,145,528,127
2411,PHA,AL,148,519,125
2411,PHA,AL,118,445,119
2411,PHA,AL,77,248,61
2412,SLN,NL,14,34,10
2412,SLN,NL,64,188,47
2412,SLN,NL,129,374,108
2412,SLN,NL,161,560,163
2412,SLN,NL,159,542,138
2412,SLN,NL,161,610,210
2412,SLN,NL,159,595,191
2412,SLN,NL,103,376,115
2413,BAL,AL,1,0,0
2413,BAL,AL,64,152,45
2413,BAL,AL,59,141,34
2413,BAL,AL,3,1,1
2413,TEX,AL,33,62,10
2413,TEX,AL,5,9,1
2413,ML4,AL,72,151,37
2413,OAK,AL,57,72,10
2414,DET,AL,55,1,0
2414,DET,AL,65,0,0
2414,DET,AL,60,0,0
2414,DET,AL,69,0,0
2414,DET,AL,60,0,0
2414,DET,AL,60,0,0
2414,DET,AL,63,0,0
2414,DET,AL,30,0,0
2415,DET,AL,29,61,17
2415,DET,AL,104,294,67
2415,DET,AL,141,464,137
2415,DET,AL,116,367,89
2415,DET,AL,102,330,75
2415,DET,AL,124,390,85
2415,DET,AL,67,178,34
2415,CHA,AL,57,169,36
2416,SEA,AL,4,5,0
2416,SEA,AL,11,26,4
2416,SEA,AL,37,98,25
2416,SEA,AL,87,209,54
2416,SEA,AL,92,140,32
2416,KCA,AL,104,279,78
