id,team,league,G,AB,H
2416,KCA,AL,137,497,146
2416,KCA,AL,157,608,179
2417,NYA,AL,155,589,162
2417,NYA,AL,153,570,176
2417,NYA,AL,116,404,134
2417,NYA,AL,147,545,193
2417,NYA,AL,143,571,173
2417,NYA,AL,135,484,129
2417,NYA,AL,142,510,153
2417,NYA,AL,139,523,154
2418,PHA,AL,100,360,93
2418,PHA,AL,115,403,115
2418,PHA,AL,114,375,97
2418,PHA,AL,125,421,125
2418,PHA,AL,94,293,85
2418,PHA,AL,85,202,56
2418,PHA,AL,75,174,49
2418,BOS,AL,15,28,5
2419,NY1,NL,1,1,0
2419,NY1,NL,22,12,2
2419,NY1,NL,22,14,0
2419,NY1,NL,35,77,14
2419,NY1,NL,32,89,9
2419,NY1,NL,31,56,3
2419,NY1,NL,35,83,9
2419,NY1,NL,10,22,2
2420,PHI,NL,7,17,6
2420,PHI,NL,13,29,10
2420,PHI,NL,47,165,31
2420,PHI,NL,9,18,3
2420,SFN,NL,106,299,70
2420,SFN,NL,29,93,19
2420,NYA,AL,3,4,0
2420,COL,NL,38,112,23
2421,CLE,AL,116,358,84
2421,CLE,AL,51,182,41
2421,KC1,AL,99,401,99
2421,KC1,AL,122,433,118
2421,NYA,AL,136,499,141
2421,NYA,AL,161,590,159
2421,NYA,AL,157,590,151
2421,NYA,AL,90,312,84
2422,CHN,NL,5,12,2
2422,CHA,AL,6,23,10
2422,CHA,AL,137,550,169
2422,CHA,AL,144,583,176
2422,CHA,AL,129,489,145
2422,CHA,AL,145,541,175
2422,CHA,AL,144,582,154
2422,CHA,AL,121,436,101
2423,CLE,AL,4,0,0
2423,CLE,AL,23,0,0
2423,CLE,AL,24,0,0
2423,ATL,NL,66,0,0
2423,ATL,NL,20,1,0
2423,ARI,NL,35,0,0
2423,SFN,NL,68,0,0
2423,SFN,NL,63,0,0
2424,SFN,NL,127,393,96
2424,SFN,NL,71,181,44
2424,SFN,NL,110,344,92
2424,SFN,NL,2,6,1
2424,CIN,NL,27,70,9
2424,WS2,AL,88,256,62
2424,WS2,AL,9,15,3
2424,NYA,AL,20,40,10
2425,DET,AL,33,2,0
2425,DET,AL,33,7,0
2425,DET,AL,29,6,0
2425,DET,AL,34,4,0
2425,DET,AL,28,6,1
2425,DET,AL,12,1,0
2425,DET,AL,8,0,0
2425,DET,AL,30,2,0
2426,LAN,NL,142,562,137
2426,LAN,NL,109,407,93
2426,LAN,NL,76,261,56
2426,LAN,NL,49,84,21
2426,CIN,NL,45,174,43
2426,CIN,NL,125,435,133
2426,CIN,NL,100,333,86
2426,PHI,NL,142,574,153
2427,HOU,NL,18,60,7
2427,DET,AL,29,96,21
2427,DET,AL,38,120,35
2427,DET,AL,93,251,59
2427,ANA,AL,75,237,54
2427,SDN,NL,128,383,103
2427,SDN,NL,143,538,163
2427,SDN,NL,149,546,167
2428,BAL,AL,28,8,5
2428,BAL,AL,12,0,0
2428,BAL,AL,8,0,0
2428,BAL,AL,71,0,0
2428,BAL,AL,64,0,0
2428,BAL,AL,69,0,0
2428,BAL,AL,38,0,0
2428,BAL,AL,16,0,0
2429,CHN,NL,2,1,0
2429,TBA,AL,26,65,13
2429,TBA,AL,1,4,1
2429,DET,AL,61,155,37
2429,DET,AL,27,58,11
2429,COL,NL,49,99,26
2429,TOR,AL,27,52,11
2429,ARI,NL,2,4,1
2430,SLN,NL,2,5,2
2430,SLN,NL,18,18,3
2430,SLN,NL,41,48,15
2430,SLN,NL,3,0,0
2430,BOS,AL,40,37,8
2430,BOS,AL,21,17,5
2430,BOS,AL,40,43,8
2430,BOS,AL,42,41,6
2431,NYN,NL,8,14,2
2431,NYN,NL,76,87,17
2431,NYN,NL,45,118,26
2431,MON,NL,113,372,86
2431,MON,NL,138,413,95
2431,MON,NL,131,287,89
2431,MON,NL,144,445,116
2431,MON,NL,125,343,87
2432,CLE,AL,91,195,45
2432,BOS,AL,120,335,82
2432,BOS,AL,77,245,74
2432,BOS,AL,140,499,116
2432,BOS,AL,131,466,116
2432,BOS,AL,121,399,105
2432,BOS,AL,5,13,5
2432,BOS,AL,24,45,9
2433,TOR,AL,28,22,3
2433,TOR,AL,42,112,20
2433,ATL,NL,77,162,37
2433,CIN,NL,31,38,7
2433,CIN,NL,5,5,1
2433,CHA,AL,57,129,32
2433,CHA,AL,84,142,32
2433,TOR,AL,52,112,28
2434,FLO,NL,71,1,0
2434,FLO,NL,66,0,0
2434,FLO,NL,54,0,0
2434,HOU,NL,58,0,0
2434,COL,NL,63,0,0
2434,BAL,AL,34,0,0
2434,ARI,NL,12,0,0
2434,CHA,AL,76,0,0
2435,ML1,NL,51,140,42
2435,ML1,NL,41,83,25
2435,ML1,NL,110,373,101
2435,ML1,NL,99,349,85
2435,ML1,NL,124,442,120
2435,ML1,NL,153,588,179
2435,ML1,NL,15,53,16
2435,HOU,NL,108,415,104
2436,CLE,AL,33,56,11
2436,CLE,AL,44,75,18
2436,CLE,AL,30,47,7
2436,CLE,AL,34,81,16
2436,CLE,AL,57,24,5
2436,CLE,AL,58,26,3
2436,CLE,AL,56,16,6
2436,CLE,AL,60,16,1
2437,NYA,AL,7,13,3
2437,TEX,AL,30,73,15
2437,DET,AL,61,165,42
2437,DET,AL,38,107,21
2437,DET,AL,110,348,89
2437,DET,AL,86,269,65
2437,DET,AL,103,316,76
2437,DET,AL,87,258,65
2438,OAK,AL,25,26,4
2438,OAK,AL,16,0,0
2438,OAK,AL,29,0,0
2438,OAK,AL,11,0,0
2438,CHA,AL,30,0,0
2438,CHA,AL,45,0,0
2438,CHA,AL,55,0,0
2438,SLN,NL,13,1,0
2439,ML1,NL,29,4,0
2439,ML1,NL,31,19,2
2439,ML1,NL,38,52,8
2439,ML1,NL,32,37,4
2439,ATL,NL,14,13,0
2439,CIN,NL,11,11,1
2439,BOS,AL,6,9,2
2439,BOS,AL,9,7,1
2440,DET,AL,7,2,0
2440,DET,AL,12,8,3
2440,CHA,AL,29,14,0
2440,CHA,AL,47,73,9
2440,CHA,AL,36,58,8
2440,CHA,AL,14,18,0
2440,KC1,AL,28,55,11
2440,ML1,NL,38,73,10
2441,TOR,AL,6,8,3
2441,TOR,AL,111,358,95
2441,TOR,AL,139,454,116
2441,TOR,AL,138,458,130
2441,TOR,AL,158,551,200
2441,TOR,AL,108,384,114
2441,TOR,AL,135,492,143
2441,TOR,AL,125,398,109
2442,CHN,NL,27,35,3
2442,CHN,NL,46,14,1
2442,CHN,NL,76,2,0
2442,CHN,NL,45,1,0
2442,CHN,NL,77,1,0
2442,CHN,NL,72,1,0
2442,DET,AL,46,0,0
2442,ATL,NL,26,0,0
2443,CHA,AL,1,3,1
2443,CHA,AL,15,18,2
2443,CHA,AL,14,8,0
2443,CHA,AL,15,22,4
2443,BOS,AL,43,61,9
2443,BOS,AL,39,65,7
2443,BOS,AL,11,19,2
2443,CLE,AL,16,24,3
2444,PHI,NL,5,3,0
2444,PHI,NL,25,45,10
2444,PHI,NL,23,37,3
2444,MIN,AL,10,1,0
2444,PIT,NL,20,32,2
2444,PIT,NL,24,17,3
2444,BAL,AL,35,0,0
2444,MIA,NL,26,22,4
2445,NYA,AL,26,86,22
2445,NYA,AL,132,453,137
2445,NYA,AL,125,451,113
2445,NYA,AL,140,511,143
2445,NYA,AL,147,519,156
2445,NYA,AL,144,517,135
2445,NYA,AL,157,597,190
2445,NYA,AL,152,616,186
2446,PHI,NL,17,8,1
2446,PHI,NL,105,119,33
2446,HOU,NL,138,467,107
2446,HOU,NL,157,606,173
2446,HOU,NL,141,535,142
2446,HOU,NL,105,429,130
2446,ATL,NL,53,227,63
2446,ATL,NL,155,624,171
2447,CHA,AL,1,4,1
2447,CHA,AL,3,4,0
2447,CHA,AL,81,184,42
2447,CHA,AL,94,176,36
2447,CHA,AL,98,81,20
2447,CHA,AL,69,66,11
2447,CHA,AL,57,77,14
2447,CHA,AL,63,94,16
2448,HOU,NL,4,3,1
2448,HOU,NL,64,150,41
2448,HOU,NL,119,264,68
2448,HOU,NL,95,213,56
2448,HOU,NL,136,453,125
2448,LAN,NL,52,109,20
2448,PIT,NL,79,293,73
2448,PIT,NL,133,407,106
2449,FLO,NL,10,15,3
2449,BOS,AL,110,381,112
2449,BOS,AL,142,495,123
2449,BOS,AL,122,407,107
2449,BOS,AL,137,444,118
2449,CHA,AL,95,183,42
2449,BOS,AL,30,75,17
2449,NYN,NL,15,25,3
2450,CLE,AL,87,246,55
2450,CLE,AL,104,300,81
2450,OAK,AL,75,161,43
2450,OAK,AL,7,6,1
2450,CHA,AL,3,3,0
2450,ATL,NL,17,14,3
2450,ATL,NL,26,23,8
2450,MON,NL,21,25,3
2451,MIL,NL,46,0,0
2451,MIL,NL,13,0,0
2451,MIL,NL,2,0,0
2451,SDN,NL,54,2,0
2451,SDN,NL,37,0,0
2451,SDN,NL,70,0,0
2451,SDN,NL,49,0,0
2451,TEX,AL,28,0,0
2452,CLE,AL,115,257,58
2452,CLE,AL,11,17,5
2452,LAA,AL,54,173,45
2452,LAA,AL,160,659,186
2452,LAA,AL,153,597,164
2452,LAA,AL,50,198,53
2452,CLE,AL,69,151,31
2452,CLE,AL,22,24,3
2453,LAN,NL,31,21,3
2453,LAN,NL,22,7,1
2453,LAN,NL,6,0,0
2453,MON,NL,67,5,1
2453,MON,NL,70,4,0
2453,MON,NL,52,4,1
2453,NYA,AL,60,0,0
2453,NYA,AL,62,0,0
2454,CHA,AL,7,24,3
2454,CHA,AL,139,528,124
2454,CHA,AL,124,446,128
2454,CHA,AL,121,438,126
2454,CHA,AL,89,254,60
2454,CLE,AL,83,242,63
2454,CLE,AL,80,197,48
2454,CLE,AL,57,101,18
2455,SLN,NL,146,512,134
2455,SLN,NL,139,513,156
2455,SLN,NL,131,447,129
2455,SLN,NL,122,455,122
2455,SLN,NL,62,168,49
2455,SLN,NL,93,280,64
2455,CIN,NL,43,114,22
2455,DET,AL,20,47,4
2456,OAK,AL,98,345,94
2456,OAK,AL,154,553,137
2456,OAK,AL,122,434,137
2456,OAK,AL,124,441,110
2456,OAK,AL,150,583,161
2456,OAK,AL,117,442,103
2456,OAK,AL,105,377,99
2456,OAK,AL,124,436,127
2457,SDN,NL,49,128,18
2457,CHN,NL,87,337,96
2457,CHN,NL,160,606,141
2457,CHN,NL,140,524,150
2457,CHN,NL,160,586,163
2457,CHN,NL,155,583,170
2457,CHN,NL,157,572,156
2457,CHN,NL,153,566,160
2458,CHA,AL,16,0,0
2458,CHA,AL,25,0,0
2458,TEX,AL,30,0,0
2458,ANA,AL,50,0,0
2458,ANA,AL,51,0,0
2458,ANA,AL,64,0,0
2458,ANA,AL,52,0,0
2458,TBA,AL,36,0,0
2459,DET,AL,84,322,94
2459,DET,AL,144,503,135
2459,PHI,NL,132,341,82
2459,PHI,NL,161,608,167
2459,PHI,NL,155,584,158
2459,PHI,NL,154,569,150
2459,SEA,AL,78,284,71
2459,PIT,NL,37,126,34
2460,CIN,NL,3,0,0
2460,CIN,NL,16,3,0
2460,SDN,NL,47,4,0
2460,SDN,NL,67,5,1
2460,SDN,NL,49,8,0
2460,SDN,NL,76,7,2
2460,CIN,NL,57,5,1
2460,CIN,NL,53,2,1
2461,BOS,AL,6,20,7
2461,BOS,AL,27,103,17
2461,BOS,AL,153,634,185
2461,BOS,AL,155,627,185
2461,BOS,AL,154,604,169
2461,BOS,AL,152,595,161
2461,BOS,AL,151,590,157
2461,BOS,AL,156,619,175
2462,LAA,AL,9,0,0
2462,LAA,AL,54,0,0
2462,LAA,AL,68,0,0
2462,LAA,AL,16,0,0
2462,LAA,AL,49,0,0
2462,LAA,AL,45,0,0
2462,LAA,AL,74,0,0
2462,TBA,AL,46,0,0
2463,SLN,NL,1,1,0
2463,SLN,NL,14,7,0
2463,SLN,NL,59,3,0
2463,SLN,NL,69,6,1
2463,ARI,NL,26,0,0
2463,TOR,AL,33,0,0
2463,TOR,AL,60,0,0
2463,TOR,AL,12,0,0
2464,CHA,AL,49,159,40
2464,CHA,AL,40,75,18
2464,CHA,AL,37,58,13
2464,KCA,AL,12,37,10
2464,KCA,AL,12,23,6
2464,FLO,NL,13,33,7
2464,FLO,NL,34,72,20
2464,FLO,NL,6,6,1
2465,PIT,NL,17,51,11
2465,PIT,NL,81,209,44
2465,PIT,NL,153,500,126
2465,PIT,NL,147,579,173
2465,PIT,NL,152,550,158
2465,PIT,NL,133,474,116
2465,PIT,NL,82,285,70
2465,PIT,NL,121,426,104
2466,KCA,AL,72,205,47
2466,KCA,AL,6,9,1
2466,KCA,AL,22,46,7
2466,KCA,AL,14,32,8
2466,KCA,AL,43,107,23
2466,KCA,AL,80,226,51
2466,KCA,AL,95,267,61
2466,KCA,AL,29,80,18
2467,SLA,AL,8,30,9
2467,SLA,AL,144,580,148
2467,SLA,AL,150,617,188
2467,SLA,AL,144,556,160
2467,SLA,AL,154,612,157
2467,SLA,AL,143,549,157
2467,SLA,AL,9,14,3
2467,DET,AL,138,558,158
2468,PIT,NL,27,19,4
2468,PIT,NL,31,59,8
2468,PIT,NL,19,17,3
2468,PIT,NL,40,43,4
2468,PIT,NL,29,47,12
2468,PIT,NL,31,26,3
2468,SFN,NL,37,15,3
2468,SFN,NL,28,24,1
2469,NYN,NL,5,3,0
2469,NYN,NL,10,8,1
2469,BOS,AL,25,0,0
2469,BOS,AL,62,0,0
2469,CHN,NL,29,60,6
2469,CHN,NL,54,9,0
2469,SDN,NL,5,7,1
2469,SDN,NL,42,21,4
2470,ML4,AL,125,521,142
2470,ML4,AL,140,584,188
2470,ML4,AL,111,450,137
2470,ML4,AL,64,251,67
2470,ML4,AL,160,666,201
2470,ML4,AL,152,608,164
2470,ML4,AL,13,46,10
2470,ML4,AL,140,576,171
2471,BSN,NL,40,21,2
2471,BSN,NL,33,21,6
2471,BSN,NL,36,13,3
2471,BSN,NL,3,2,1
2471,SLA,AL,18,3,2
2471,NYA,AL,7,0,0
2471,NYA,AL,27,11,3
2471,SLA,AL,8,2,0
2472,SLN,NL,6,14,2
2472,SLN,NL,12,27,5
2472,SLN,NL,100,275,66
2472,SLN,NL,111,328,93
2472,SLN,NL,114,311,65
2472,SLN,NL,1,0,0
2472,SLN,NL,23,12,1
2472,SLN,NL,5,2,1
2473,DET,AL,96,305,83
2473,HOU,NL,73,215,55
2473,HOU,NL,1,2,0
2473,FLO,NL,56,161,39
2473,ATL,NL,24,58,11
2473,ATL,NL,61,137,29
2473,MIL,NL,87,234,55
2473,CHN,NL,70,188,43
2474,NYN,NL,45,127,33
2474,NYN,NL,59,136,30
2474,NYN,NL,9,34,7
2474,NYN,NL,56,155,35
2474,NYN,NL,66,117,31
2474,NYN,NL,47,102,26
2474,NYN,NL,59,86,14
2474,NYN,NL,36,42,10
2475,DET,AL,12,21,8
2475,DET,AL,29,87,10
2475,NYA,AL,22,51,9
2475,CAL,AL,116,367,92
2475,SEA,AL,36,72,16
2475,OAK,AL,65,82,18
2475,CLE,AL,6,19,4
2475,PHI,NL,17,38,8
2476,BOS,AL,8,18,1
2476,BOS,AL,33,44,10
2476,BOS,AL,139,475,144
2476,BOS,AL,156,534,142
2476,BOS,AL,158,625,179
2476,BOS,AL,137,559,164
2476,BOS,AL,150,612,173
2476,BOS,AL,86,336,86
2477,BAL,AL,12,19,0
2477,BAL,AL,2,4,0
2477,BAL,AL,153,530,135
2477,BAL,AL,155,533,132
2477,BAL,AL,71,196,34
2477,CHA,AL,144,482,109
2477,CHA,AL,158,575,150
2477,CHA,AL,162,587,138
2478,CHA,AL,73,186,40
2478,CHA,AL,44,59,13
2478,CHA,AL,56,123,28
2478,CHA,AL,74,169,37
2478,SE1,AL,128,410,99
2478,ML4,AL,111,296,72
2478,SLN,NL,56,128,37
2478,SLN,NL,39,48,10
2479,HOU,NL,22,13,0
2479,HOU,NL,1,1,0
2479,HOU,NL,4,2,0
2479,HOU,NL,10,18,4
2479,HOU,NL,10,10,1
2479,KCA,AL,8,2,1
2479,SLN,NL,24,33,8
2479,DET,AL,25,2,1
2480,WS2,AL,4,11,1
2480,WS2,AL,54,133,22
2480,WS2,AL,145,514,117
2480,WS2,AL,132,447,100
2480,WS2,AL,154,444,82
2480,WS2,AL,158,582,133
2480,WS2,AL,109,320,60
2480,WS2,AL,77,193,36
2481,BSN,NL,128,399,112
2481,BSN,NL,134,438,111
2481,BSN,NL,25,100,26
2481,BSN,NL,156,576,167
2481,BSN,NL,155,581,153
2481,BSN,NL,122,382,88
2481,PHI,NL,111,379,104
2481,PHI,NL,135,490,133
2482,ML4,AL,33,0,0
2482,ML4,AL,20,0,0
2482,ANA,AL,22,1,0
2482,ANA,AL,29,3,1
2482,DET,AL,20,0,0
2482,DET,AL,36,4,0
2482,DET,AL,32,2,0
2482,DET,AL,42,0,0
2483,ML4,AL,3,0,0
2483,ML4,AL,37,0,0
2483,ML4,AL,34,0,0
2483,ML4,AL,33,0,0
2483,ML4,AL,11,0,0
2483,ML4,AL,8,0,0
2483,ML4,AL,28,0,0
2483,ML4,AL,35,0,0
2484,CIN,NL,76,204,42
2484,MIN,AL,34,62,17
2484,MIN,AL,39,56,13
2484,MIN,AL,63,120,24
2484,MIN,AL,83,154,33
2484,MIN,AL,60,119,30
2484,MIN,AL,104,234,39
2484,MIN,AL,24,45,5
2485,CHN,NL,2,1,0
2485,BRO,NL,1,0,0
2485,CHN,NL,39,37,4
2485,CHN,NL,69,14,5
2485,CHN,NL,65,19,4
2485,CHN,NL,60,24,3
2485,CHN,NL,58,11,2
2485,CHN,NL,57,8,0
2486,LAN,NL,42,86,25
2486,LAN,NL,112,434,133
2486,LAN,NL,139,536,153
2486,LAN,NL,157,634,188
2486,LAN,NL,159,616,191
2486,LAN,NL,148,580,162
2486,LAN,NL,159,601,152
2486,TOR,AL,96,388,105
2487,PHI,NL,25,79,19
2487,PHI,NL,98,325,81
2487,PHI,NL,127,422,112
2487,PHI,NL,120,425,105
2487,PHI,NL,87,274,80
2487,PHI,NL,127,494,140
2487,PHI,NL,140,539,135
2487,PHI,NL,150,553,163
2488,NYA,AL,18,3,0
2488,NYA,AL,18,8,0
2488,CHA,AL,13,0,0
2488,CHA,AL,32,3,0
2488,CHA,AL,30,4,0
2488,CHA,AL,32,1,0
2488,CHA,AL,20,1,0
2488,CHA,AL,21,6,0
2489,CHN,NL,6,12,4
2489,CHN,NL,34,42,5
2489,CHN,NL,37,96,19
2489,CHN,NL,35,81,17
2489,CHN,NL,35,83,12
2489,CHN,NL,39,88,18
2489,CHN,NL,35,88,15
2489,ATL,NL,36,91,15
2490,TEX,AL,14,24,4
2490,TEX,AL,38,70,8
2490,TEX,AL,134,470,122
2490,TEX,AL,118,338,72
2490,TEX,AL,123,323,101
2490,CHA,AL,81,260,65
2490,NYA,AL,60,215,61
2490,NYA,AL,121,349,77
2491,WS1,AL,3,1,0
2491,NYA,AL,17,20,1
2491,SLA,AL,5,7,1
2491,CHN,NL,27,52,3
2491,PIT,NL,33,56,4
2491,PIT,NL,38,79,8
2491,PIT,NL,32,27,4
2491,SLA,AL,1,2,0
2492,CIN,NL,30,97,19
2492,CIN,NL,63,110,29
2492,CIN,NL,146,505,155
2492,CIN,NL,150,588,165
2492,CIN,NL,154,632,180
2492,CIN,NL,145,557,158
2492,CIN,NL,141,542,166
2492,CIN,NL,149,598,186
2493,KCA,AL,14,39,10
2493,KCA,AL,64,114,28
2493,ML4,AL,93,221,48
2493,KCA,AL,17,29,6
2493,KCA,AL,51,79,24
2493,KCA,AL,62,163,45
2493,KCA,AL,46,100,25
2493,KCA,AL,36,78,18
2494,KC1,AL,9,19,3
2494,KC1,AL,25,74,11
2494,KC1,AL,24,65,11
2494,KC1,AL,93,220,53
2494,KC1,AL,108,325,82
2494,KC1,AL,32,76,10
2494,NYA,AL,27,69,15
2494,NYA,AL,16,12,2
2495,NYN,NL,5,12,2
2495,NYN,NL,30,46,5
2495,NYN,NL,17,27,4
2495,NYN,NL,32,60,8
2495,NYN,NL,22,38,1
2495,NYN,NL,8,10,1
2495,KCA,AL,33,1,0
2495,TEX,AL,4,0,0
2496,BOS,AL,73,223,62
2496,BOS,AL,120,405,103
2496,CIN,NL,161,628,154
2496,CIN,NL,118,376,95
2496,CIN,NL,51,123,23
2496,KCA,AL,78,293,86
2496,LAN,NL,121,293,70
2496,SFN,NL,86,177,51
2497,SDN,NL,23,38,11
2497,SDN,NL,23,38,4
2497,SDN,NL,6,9,1
2497,SDN,NL,39,56,11
2497,SDN,NL,38,64,13
2497,SDN,NL,26,46,8
2497,TEX,AL,13,0,0
2497,PHI,NL,34,62,13
2498,CAL,AL,35,56,19
2498,CAL,AL,80,267,68
2498,HOU,NL,49,95,26
2498,HOU,NL,136,496,137
2498,HOU,NL,154,619,177
2498,HOU,NL,5,17,6
2498,HOU,NL,84,251,63
2498,HOU,NL,106,278,69
2499,PHA,AL,134,420,139
2499,PHA,AL,120,370,101
2499,PHA,AL,126,432,146
2499,PHA,AL,131,468,137
2499,PHA,AL,135,514,170
2499,PHA,AL,130,487,174
2499,PHA,AL,122,459,160
2499,PHA,AL,139,518,152
2500,KCA,AL,5,0,0
2500,KCA,AL,32,0,0
2500,KCA,AL,35,0,0
2500,KCA,AL,39,0,0
2500,KCA,AL,40,0,0
2500,KCA,AL,32,0,0
2500,KCA,AL,38,0,0
2500,KCA,AL,26,0,0
2501,CIN,NL,116,436,118
2501,CIN,NL,146,524,147
2501,CIN,NL,133,458,110
2501,CIN,NL,137,537,141
2501,CIN,NL,130,438,114
2501,CIN,NL,96,331,84
2501,CIN,NL,128,433,92
2501,CIN,NL,83,159,37
2502,NYA,AL,5,1,0
2502,NYA,AL,1,0,0
2502,NYA,AL,24,58,6
2502,NYA,AL,40,85,15
2502,NYA,AL,36,74,8
2502,NYA,AL,30,70,7
2502,NYA,AL,31,66,8
2502,NYA,AL,15,17,3
2503,MIN,AL,7,27,8
2503,WAS,NL,15,52,14
2503,WAS,NL,113,389,104
2503,WAS,NL,25,83,22
2503,WAS,NL,78,287,78
2503,WAS,NL,88,341,91
2503,WAS,NL,128,475,109
2503,WAS,NL,131,482,148
2504,DET,AL,54,155,49
2504,DET,AL,27,66,14
2504,DET,AL,116,355,88
2504,NYN,NL,126,389,94
2504,NYN,NL,88,220,54
2504,NYN,NL,157,554,147
2504,NYN,NL,148,495,114
2504,NYN,NL,153,571,164
2505,WS1,AL,7,21,7
2505,WS1,AL,14,25,8
2505,WS1,AL,53,159,44
2505,WS1,AL,74,223,51
2505,WS1,AL,14,22,2
2505,WS1,AL,51,150,39
2505,WS1,AL,88,272,69
2505,WS1,AL,99,319,77
2506,TBA,AL,6,0,0
2506,TBA,AL,11,0,0
2506,TBA,AL,13,0,0
2506,NYN,NL,35,2,0
2506,NYN,NL,32,5,1
2506,HOU,NL,14,0,0
2506,HOU,NL,71,0,0
2506,HOU,NL,75,0,0
2507,BOS,AL,8,0,0
2507,BOS,AL,8,0,0
2507,BOS,AL,23,2,0
2507,ARI,NL,13,22,6
2507,KCA,AL,4,0,0
2507,KCA,AL,32,5,1
2507,KCA,AL,35,3,0
2507,KCA,AL,34,5,2
2508,TEX,AL,8,0,0
2508,TEX,AL,8,0,0
2508,TEX,AL,25,0,0
2508,TOR,AL,28,0,0
2508,TOR,AL,63,0,0
2508,TOR,AL,72,0,0
2508,TOR,AL,52,0,0
2508,TOR,AL,64,0,0
2509,CHN,NL,87,334,97
2509,CHN,NL,116,475,142
2509,CHN,NL,144,608,168
2509,CHN,NL,156,638,214
2509,CHN,NL,156,634,202
2509,CHN,NL,127,522,142
2509,CHN,NL,105,398,104
2509,CHN,NL,109,421,117
2510,SFN,NL,4,4,0
2510,SFN,NL,2,6,1
2510,PHI,NL,22,36,8
2510,PHI,NL,43,42,13
2510,LAN,NL,5,7,2
2510,LAN,NL,20,1,0
2510,CLE,AL,32,0,0
2510,CLE,AL,25,0,0
2511,CHN,NL,15,1,0
2511,CHN,NL,20,0,0
2511,CHN,NL,22,4,1
2511,FLO,NL,18,0,0
2511,KCA,AL,28,2,0
2511,KCA,AL,12,0,0
2511,SLN,NL,20,16,2
2511,SLN,NL,33,58,9
2512,FLO,NL,17,3,0
2512,FLO,NL,58,4,0
2512,FLO,NL,73,2,0
2512,FLO,NL,68,0,0
2512,FLO,NL,58,0,0
2512,CHN,NL,66,3,2
2512,CHN,NL,60,0,0
2512,ATL,NL,79,1,0
2513,SLA,AL,154,631,257
2513,SLA,AL,138,582,216
2513,SLA,AL,142,586,246
2513,SLA,AL,151,636,194
2513,SLA,AL,150,649,224
2513,SLA,AL,150,613,178
2513,SLA,AL,149,614,201
2513,WS1,AL,20,49,12
2514,SLN,NL,15,51,19
2514,SLN,NL,17,57,14
2514,SLN,NL,153,586,167
2514,SLN,NL,155,581,189
2514,SLN,NL,115,390,101
2514,BSN,NL,153,591,164
2514,BSN,NL,139,483,144
2514,CHN,NL,74,248,69
2515,NYA,AL,4,7,2
2515,NYA,AL,33,107,20
2515,NYA,AL,32,86,20
2515,KCA,AL,126,438,107
2515,KCA,AL,160,600,146
2515,KCA,AL,138,512,117
2515,KCA,AL,121,386,80
2515,KCA,AL,21,63,9
2516,HOU,NL,128,466,104
2516,HOU,NL,34,69,11
2516,HOU,NL,31,65,16
2516,CHN,NL,31,58,13
2516,MON,NL,83,181,28
2516,HOU,NL,38,66,6
2516,SDN,NL,112,352,91
2516,SDN,NL,74,215,42
2517,BAL,AL,4,1,0
2517,BAL,AL,32,42,6
2517,BAL,AL,33,79,11
2517,BAL,AL,30,70,3
2517,BAL,AL,26,66,9
2517,BAL,AL,35,69,6
2517,BAL,AL,36,71,9
2517,BAL,AL,37,93,12
2518,BOS,AL,17,0,0
2518,BOS,AL,59,0,0
2518,BOS,AL,59,0,0
2518,BOS,AL,67,0,0
2518,BOS,AL,66,0,0
2518,BOS,AL,65,0,0
2518,BOS,AL,63,0,0
2518,PHI,NL,70,0,0
2519,NYN,NL,143,533,145
2519,NYN,NL,127,475,144
2519,NYN,NL,57,196,47
2519,NYN,NL,132,479,138
2519,LAN,NL,110,388,102
2519,SFN,NL,148,529,132
2519,SFN,NL,128,478,125
2519,SFN,NL,117,367,103
2520,LAN,NL,33,93,25
2520,LAN,NL,57,84,19
2520,MIN,AL,99,377,96
2520,MIN,AL,84,277,69
2520,MIN,AL,106,375,119
2520,MIN,AL,152,576,174
2520,MIN,AL,116,444,125
2520,MIN,AL,115,317,88
2521,WS1,AL,14,50,13
2521,WS1,AL,101,358,116
2521,WS1,AL,150,600,180
2521,WS1,AL,154,579,199
2521,WS1,AL,150,601,201
2521,WS1,AL,147,568,201
2521,WS1,AL,148,581,194
2521,WS1,AL,135,456,173
2522,BOS,AL,4,11,2
2522,BOS,AL,115,381,107
2522,BOS,AL,136,476,130
2522,BOS,AL,137,493,139
2522,BOS,AL,143,544,142
2522,BOS,AL,114,392,96
2522,BOS,AL,111,340,73
2522,BOS,AL,102,328,85
2523,CLE,AL,16,56,12
2523,SDN,NL,145,484,133
2523,SDN,NL,154,624,162
2523,SDN,NL,141,529,135
2523,OAK,AL,143,551,136
2523,OAK,AL,46,136,30
2523,COL,NL,27,98,25
2523,TEX,AL,13,47,17
2524,SLN,NL,23,91,29
2524,SLN,NL,119,447,121
2524,SLN,NL,142,552,141
2524,SLN,NL,148,524,141
2524,SLN,NL,69,108,29
2524,SLA,AL,147,616,157
2524,SLA,AL,132,538,147
2524,SLA,AL,148,603,148
2525,BRO,NL,48,91,25
2525,BRO,NL,11,19,5
2525,CHN,NL,147,529,151
2525,CHN,NL,149,568,164
2525,CHN,NL,143,512,135
2525,CHN,NL,117,381,89
2525,CHN,NL,38,109,32
2525,SLN,NL,75,200,49
2526,DET,AL,17,17,1
2526,DET,AL,33,40,3
2526,DET,AL,35,63,13
